Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
555,9,13792,3093.745000000001,9,8,31,366,4564,53,219,4050,1044.0,0,8066,37.87364186839308,52,2,200.43261339470683,29386,2,47595,2
555,9,13792,4720.926666666667,9,8,31,366,4564,48,179,4050,17.0,0,8066,37.81024308787287,53,2,200.43261339470683,65066,6,25558,1
555,9,13792,3093.745000000001,9,8,31,366,4564,48,239,4050,17.0,3,8066,32.56739683731984,54,2,200.43261339470683,30063,2,46319,1
555,9,13792,4720.926666666667,9,8,31,366,4564,48,219,1076,17.0,0,8066,37.28428974024728,55,2,200.43261339470683,31571,6,55702,1
555,9,13793,4720.926666666667,9,8,31,366,4564,46,219,4050,17.0,0,8066,35.25737829905026,56,2,200.43261339470683,71256,6,98791,2
555,9,13792,4720.926666666667,9,8,31,366,4564,49,219,4050,1936.0,0,8066,24.63149693005803,57,2,200.43261339470683,36490,5,43860,2
555,9,13792,4720.926666666667,9,8,31,366,4564,48,283,4050,6.0,3,8066,24.726351303352534,58,2,200.43261339470683,21006,2,57284,1
877,5,6992,1999.3075,8,6,14,211,2232,22,81,869,3.0,2,10845,23.723185779641085,109,1,42.22199265643221,91048,6,19364,2
877,15,6992,1999.3075,8,6,14,211,2232,24,179,869,3.0,2,10845,34.235852681958825,110,1,42.22199265643221,82728,4,52825,2
877,15,6992,1999.3075,8,6,14,211,2232,22,179,869,3.0,2,10845,22.80214523254044,86,1,42.22199265643221,4540,6,50667,2
877,5,6992,3093.745000000001,8,6,14,211,2232,22,46,869,3.0,2,10845,37.06719824335469,120,1,42.22199265643221,86318,4,50747,2
877,5,6992,3093.745000000001,8,6,14,211,2232,22,81,397,3.0,2,10845,29.339029437569323,123,1,42.22199265643221,20115,6,34670,2
877,5,6992,1999.3075,8,6,14,211,2232,22,81,869,3.0,3,10845,30.4424252235854,86,1,42.22199265643221,42595,1,58724,2
877,5,6992,1999.3075,8,6,14,211,2232,23,81,869,3.0,2,10845,26.11024341981501,86,1,42.22199265643221,39754,6,7022,2
877,5,6992,1999.3075,8,1381,14,211,2232,22,81,4172,3.0,3,10845,35.344187616472155,126,1,42.22199265643221,32483,1,60355,2
475,14,10122,2697.51,9,8,25,343,2173,52,9,1957,9.0,2,6821,39.28029558815228,69,0,185.1119825795006,38351,4,929,1
475,14,10122,2697.51,9,8,25,343,2173,47,179,1484,9.0,2,6821,27.036842290717487,86,0,185.1119825795006,91048,4,7780,2
475,14,10122,2697.51,9,8,25,343,2173,52,671,1371,9.0,3,6821,29.01885042597808,86,2,185.1119825795006,69597,2,27179,2
475,14,10122,3093.745000000001,9,8,25,0,2173,52,685,1484,9.0,2,6821,36.16398913486826,62,0,185.1119825795006,90800,4,19993,1
475,15,10122,2697.51,9,8,25,343,2173,52,46,1484,9.0,3,6821,33.841866041473175,71,2,185.1119825795006,48289,6,71432,1
475,14,10122,2697.51,9,8,25,343,2173,52,46,1484,9.0,3,6821,24.222554856393263,72,2,185.1119825795006,3912,2,12003,1
475,14,10123,2697.51,9,8,25,343,2173,52,46,1484,13.0,2,6821,35.11893274172206,75,2,185.1119825795006,34831,0,4253,2
475,14,10122,3093.745000000001,9,898,25,343,2173,52,732,1484,13.0,3,6821,36.82064895309465,76,2,185.1119825795006,88705,3,18150,1
510,0,12140,3093.745000000001,3,3,18,3,1410,11,705,4276,4.0,2,1487,27.98070066380292,135,2,30.57608482316153,54235,6,11814,2
510,0,12141,3622.186666666666,3,3,18,3,1410,13,705,1599,4.0,2,1487,28.0712918599624,136,2,30.57608482316153,58294,6,5971,2
510,0,12140,3622.186666666666,3,3,18,3,1410,15,705,1372,4.0,2,1487,28.361166154311103,137,2,30.57608482316153,62510,1,80145,2
1787,0,12140,3622.186666666666,3,3,18,3,1410,11,705,4276,4.0,2,1487,24.331771760144264,138,2,30.57608482316153,78508,2,78952,2
510,0,12140,3622.186666666666,3,3,18,3,1410,10,705,4276,8.0,2,1487,26.44753733068293,139,2,30.57608482316153,25791,4,69013,2
510,0,12140,3622.186666666666,3,3,18,3,1410,8,705,3721,8.0,2,1487,39.069843987300096,140,2,30.57608482316153,55318,1,80841,2
510,0,12140,3622.186666666666,3,3,18,3,1410,11,705,4276,8.0,2,1487,34.718643637980016,141,2,30.57608482316153,3767,4,77719,2
510,0,12140,3093.745000000001,3,3,18,0,1410,11,705,4276,8.0,2,1487,26.365699545206407,142,2,30.57608482316153,54905,0,10682,2
702,1,8460,2210.0325,6,3,15,211,4631,25,46,3709,0.0,3,8728,24.42225068036204,292,2,69.60292048199007,56443,1,53757,2
702,1,8460,2210.0325,6,3,15,211,4631,25,732,3709,0.0,2,8728,36.43787041541562,293,0,69.60292048199007,82980,0,56214,2
702,15,8460,2210.0325,6,3,15,211,4631,28,9,3709,0.0,2,8728,29.323516897407607,294,2,69.60292048199007,64706,2,53586,2
722,1,8460,3093.745000000001,6,3,15,211,4631,25,81,3709,0.0,3,8728,34.71456103712383,295,2,69.60292048199007,38869,2,60218,2
702,1,8460,3093.745000000001,6,3,15,211,4631,25,46,3709,2.0,2,8728,37.5045523778052,296,2,69.60292048199007,70252,2,51337,2
702,1,8460,3093.745000000001,6,3,668,211,4631,25,30,3709,2.0,2,8728,35.69394940302416,297,2,69.60292048199007,11832,6,42248,2
702,1,8460,2210.0325,6,3,15,211,4631,25,62,3709,2.0,2,8728,35.025882785272486,86,2,69.60292048199007,79475,6,57768,2
702,1,14852,2210.0325,6,3,15,211,4631,25,46,3709,2.0,2,8728,23.177617480044173,289,2,69.60292048199007,63401,1,51281,2
621,8,11487,3007.461666666666,10,8,25,307,649,61,62,956,6.0,3,5605,34.12570493442336,86,2,172.38252735862687,38193,4,4302,1
621,8,11487,3007.461666666666,10,8,25,307,649,61,117,956,8.0,3,5605,33.414598040847395,391,0,172.38252735862687,36662,4,4921,1
621,8,11487,3007.461666666666,10,8,25,307,649,61,99,956,568.0,0,5605,27.572862899949165,382,2,172.38252735862687,30136,3,7127,1
621,8,11488,3007.461666666666,10,8,25,0,649,61,117,956,8.0,0,5605,32.4134467979176,383,2,172.38252735862687,39303,6,5072,1
650,8,11488,3093.745000000001,10,8,25,307,649,61,117,956,8.0,0,5605,25.98322951266487,392,2,172.38252735862687,39327,0,4448,2
621,8,11487,3007.461666666666,10,8,25,307,649,61,117,956,8.0,0,5605,27.91283759274986,393,2,172.38252735862687,9283,6,36315,1
621,8,11487,3007.461666666666,10,8,25,307,649,61,81,956,8.0,0,5605,23.196508529545326,86,2,172.38252735862687,21574,4,14642,1
651,8,11487,3007.461666666666,10,8,25,307,649,61,62,353,8.0,0,5605,34.84904970443735,397,2,172.38252735862687,18277,4,17948,1
1033,12,6657,1684.168333333333,1,5,1,174,678,5,671,3988,4.0,3,8906,35.94290748551229,124,1,29.534583720496048,78193,4,49763,0
1011,12,6657,1684.168333333333,1,5,1,174,678,5,671,805,6.0,1,8906,32.93734625620886,125,0,14130.0,56340,1,50268,2
1034,12,6657,1684.168333333333,1,5,1,174,678,4,407,3988,4.0,1,8906,31.861736271923107,126,1,29.534583720496048,40012,2,57301,0
946,12,6657,1684.168333333333,1,5,1,174,678,5,671,4383,4.0,1,8906,22.74358210427965,127,1,29.534583720496048,2090,3,35503,0
1034,12,6657,1684.168333333333,1,5,1,174,678,5,685,3988,4.0,3,8906,39.06398122380784,128,1,29.534583720496048,15013,4,25608,2
1034,12,13904,1684.168333333333,1,5,1,174,678,5,685,3988,4.0,1,8906,28.83634915604388,129,1,29.534583720496048,74924,2,44879,0
1034,12,6657,1684.168333333333,1,5,1,174,678,5,671,3988,4.0,1,8906,36.05869702109428,130,1,5994.0,9113,6,40533,2
1034,12,6657,1684.168333333333,1,5,1,174,678,5,671,3988,4.0,1,8906,33.75820397193409,86,1,29.534583720496048,19589,5,23678,2
769,11,5761,1387.303333333333,7,7,19,307,4619,31,219,4383,7.0,0,4443,38.9796611529839,130,0,65.13948777561222,61067,2,27641,1
769,11,5761,3093.745000000001,7,7,19,307,4619,31,219,3735,7.0,0,4443,35.030349081579885,121,2,65.13948777561222,64878,5,37715,1
769,11,5761,3093.745000000001,7,7,19,307,4619,31,219,3735,7.0,0,4443,27.19720883392748,122,2,31551.0,2285,6,21078,1
769,11,5761,1387.303333333333,7,7,19,307,4619,31,239,3735,7.0,0,4443,35.91940492740646,131,2,65.13948777561222,79013,5,28712,2
769,11,5761,3093.745000000001,7,7,19,307,4619,31,462,3735,7.0,0,4443,25.585205200232163,132,2,65.13948777561222,37208,1,33434,1
769,11,5761,1387.303333333333,7,7,19,307,4619,31,219,3879,7.0,0,4443,35.706437003014834,135,2,65.13948777561222,4202,5,16338,1
769,11,5761,1387.303333333333,7,7,19,307,4619,26,219,4383,7.0,0,4443,23.245481545534325,136,2,65.13948777561222,1893,6,21421,1
788,11,5761,1387.303333333333,7,7,19,307,4619,31,153,3735,7.0,0,4443,38.78895428776155,137,2,65.13948777561222,90470,6,23463,1
287,4,1995,959.22875,4,3,10,210,3460,30,81,1241,5.0,3,3567,26.32926887043728,390,2,16.719300227776053,21271,2,42517,2
262,4,1995,959.22875,4,3,10,174,3460,29,138,1241,7.0,2,3567,24.61461029221816,391,2,16.719300227776053,57758,5,43260,2
262,4,1995,959.22875,4,3,10,174,3460,30,201,1241,7.0,2,3567,26.15307797968565,382,2,16.719300227776053,60202,5,42173,2
262,15,1995,959.22875,4,3,10,174,3460,30,99,1241,7.0,2,3567,31.78179827243648,383,2,16.719300227776053,79360,4,26681,2
288,4,1995,959.22875,4,3,10,174,3460,30,153,1814,7.0,2,3567,37.661505448797726,392,2,16.719300227776053,77087,6,36583,2
288,4,1995,3093.745000000001,4,3,10,174,3460,30,138,1241,7.0,2,3567,26.50747449505761,393,2,16.719300227776053,4969,6,20917,2
288,4,1995,959.22875,4,3,10,174,3460,28,201,1241,7.0,3,3567,30.469981621915608,396,2,16.719300227776053,59669,6,45782,2
288,4,1995,959.22875,4,3,10,174,3460,28,138,1241,7.0,2,3567,32.25544266260322,397,2,16.719300227776053,87226,6,28542,2
769,14,13859,4664.75,8,5,9,307,3319,18,138,1787,6.0,2,13083,40.4111148274711,60,2,149.89719942100822,4153,0,74953,2
769,14,13859,4664.75,8,5,9,307,3319,18,201,1787,6.0,2,13083,27.806917787306933,63,2,149.89719942100822,83079,2,76731,2
788,14,13859,3093.745000000001,8,5,9,307,3319,16,201,1110,6.0,3,13083,25.83210889641537,64,2,149.89719942100822,67743,1,78257,2
788,14,13859,3093.745000000001,1414,5,9,307,3319,18,263,2678,10.0,2,13083,29.766106857365408,86,2,149.89719942100822,20891,2,66422,2
788,14,13859,4664.75,8,5,9,307,3319,18,201,2581,6.0,2,13083,34.192304393976734,66,2,149.89719942100822,26548,5,67755,2
788,14,13859,4664.75,8,5,9,307,3319,18,179,1787,10.0,2,13083,24.665525197204826,67,2,149.89719942100822,90505,2,75026,2
788,14,13859,4664.75,8,5,9,307,3319,18,201,2482,10.0,2,13083,28.260146747054986,68,2,149.89719942100822,53023,5,10333,2
788,14,13859,4664.75,8,5,9,307,3319,22,179,1787,10.0,2,13083,36.76366452604633,69,2,149.89719942100822,69117,2,78943,2
597,12,11977,3093.745000000001,2,7,10,211,63,4,9,4339,4.0,1,10486,33.47895196844123,174,1,102.7629131170904,66948,2,74936,2
597,12,11977,3764.331666666667,2,7,10,211,63,4,705,2257,4.0,1,10486,26.98611475556368,175,1,102.7629131170904,14421,6,69509,2
621,12,11977,3764.331666666667,2,7,10,211,63,4,179,2257,4.0,1,10486,40.150582768507526,176,0,102.7629131170904,89919,0,72334,2
621,12,11977,3093.745000000001,2,7,10,211,63,2,9,2257,4.0,1,10486,34.42998587408374,177,1,102.7629131170904,39493,4,32896,0
621,12,11977,3764.331666666667,2,7,10,211,63,4,9,2257,4.0,1,10486,31.745213385009905,178,1,102.7629131170904,18718,0,59738,0
650,12,11977,3764.331666666667,2,7,10,211,63,2,9,2257,4.0,3,10486,29.46412057567319,169,0,102.7629131170904,82664,3,73043,0
621,12,11977,3764.331666666667,2,7,10,211,63,4,9,2257,4.0,1,10486,38.69215906784695,86,1,102.7629131170904,82701,1,70187,0
621,12,11977,3093.745000000001,2,7,10,211,63,4,9,2257,4.0,1,10486,35.96285294028673,179,1,102.7629131170904,17165,2,60834,2
597,8,15679,5799.45,3,518,15,3,3463,7,705,1094,6.0,3,1981,40.33902428965335,224,2,53.92351397165268,45116,6,79647,2
597,8,15679,5799.45,3,6,15,3,3463,8,671,1094,0.0,2,1981,29.682953869716,225,2,53.92351397165268,14530,2,87401,2
597,8,15679,5799.45,3,6,15,3,3463,8,9,1094,0.0,2,1981,29.37139647559172,226,2,53.92351397165268,39235,6,83045,2
597,8,15679,5799.45,3,6,15,3,3463,4,705,1094,0.0,2,1981,33.041498963387184,217,2,53.92351397165268,8770,1,87735,0
597,8,15679,5799.45,3,6,15,3,3463,8,421,1094,0.0,2,1981,40.79113730976767,218,2,53.92351397165268,91048,0,56135,0
597,8,15679,5799.45,3,6,15,3,3463,5,671,1094,0.0,2,1981,34.983562067394985,227,2,53.92351397165268,55879,5,63442,0
597,8,15679,5799.45,3,6,15,3,3463,8,9,3643,0.0,3,1981,32.733732776648026,228,2,53.92351397165268,91048,1,87609,0
597,8,15679,5799.45,3,6,15,3,3463,8,705,1094,0.0,2,1981,38.23451377496931,231,0,53.92351397165268,44332,5,79280,0
1255,9,8705,2227.8316666666665,1231,7,24,274,4981,53,219,2995,11.0,3,7909,24.63965802618602,86,2,69.68545857227979,69043,0,57448,2
0,9,8705,2227.8316666666665,7,7,24,274,4981,50,153,2616,6.0,0,7909,30.26841052887284,64,0,69.68545857227979,10481,3,32772,2
150,9,8705,2227.8316666666665,7,7,24,0,4981,53,283,3077,11.0,3,7909,31.21226879147052,65,2,69.68545857227979,47121,1,56765,2
150,9,8705,2227.8316666666665,7,7,24,274,4981,53,219,2995,11.0,0,7909,33.298654305420385,66,2,69.68545857227979,41292,2,60328,1
150,9,8705,2227.8316666666665,7,7,24,274,4981,53,219,2995,11.0,0,7909,38.177310964520885,67,2,69.68545857227979,76433,5,57104,1
150,9,8706,3093.745000000001,7,7,24,274,4981,53,219,3077,11.0,0,7909,30.986998144545613,68,2,69.68545857227979,7320,6,46928,1
150,9,8705,3093.745000000001,7,7,24,274,4981,58,283,2995,11.0,0,7909,33.283061301535405,69,2,69.68545857227979,6594,6,47542,1
150,9,8705,2227.8316666666665,7,7,24,274,4981,53,219,2995,11.0,0,7909,32.96295024281038,70,2,69.68545857227979,37150,2,61011,1
217,4,15819,6284.613333333334,4,5,17,244,2409,14,219,2284,1.0,2,1105,23.282135114409623,242,1,215.83917063897167,67214,4,2034,2
217,4,15819,3093.745000000001,4,5,17,244,2409,14,239,2284,1.0,2,1105,38.35585257476065,251,1,215.83917063897167,31642,2,73753,2
235,4,15819,6284.613333333334,4,5,17,244,2409,18,262,522,1.0,3,1105,25.560099272529627,252,0,215.83917063897167,52138,5,45683,2
235,15,15819,3093.745000000001,4,5,17,244,2409,14,153,4383,1.0,3,1105,36.63682650700103,255,1,215.83917063897167,44574,5,63945,2
235,15,15819,6284.613333333334,4,5,17,244,2409,14,219,2284,1.0,2,1105,32.833577838001574,256,1,215.83917063897167,7319,1,81211,2
1411,4,15819,6284.613333333334,4,5,17,0,2409,16,179,2284,1.0,2,1105,38.08037974384717,257,1,215.83917063897167,24672,2,77360,2
235,4,15819,6284.613333333334,4,5,17,244,2409,14,179,2284,1.0,2,1105,33.16506303288241,258,1,215.83917063897167,82660,2,84118,2
235,15,15819,6284.613333333334,4,5,17,244,2409,15,179,208,5.0,2,1105,38.17098242520041,259,1,215.83917063897167,2526,2,82673,2
597,11,3654,1423.168333333333,8,5,32,244,2220,16,73,4305,7.0,2,4164,37.40993371585021,370,2,43.07051960231588,73138,6,46070,1
597,11,3654,1423.168333333333,8,5,32,244,2220,17,201,4305,7.0,2,4164,24.251028181031927,371,2,43.07051960231588,23762,6,10931,1
621,11,3654,1423.168333333333,8,5,32,244,2220,12,179,4305,7.0,3,4164,38.78765214795482,380,2,43.07051960231588,59582,2,38903,1
621,11,3655,1423.168333333333,8,5,32,244,2220,17,201,4305,6.0,2,4164,25.038052402331104,381,2,62073.0,88469,0,35817,2
621,11,3654,1423.168333333333,8,5,32,244,2220,17,201,4305,9.0,3,4164,23.09179311667229,384,2,43.07051960231588,28196,6,8197,1
621,11,3654,1423.168333333333,8,5,32,244,2220,13,263,4305,9.0,2,4164,31.33422002336577,385,2,43.07051960231588,12717,0,20802,1
621,11,3654,1423.168333333333,67,5,32,244,2220,12,138,1181,9.0,2,4164,29.706453768241733,386,2,43.07051960231588,81553,0,41108,1
650,11,3654,1423.168333333333,8,5,32,244,2220,17,263,4305,9.0,2,4164,36.572989910187616,387,2,43.07051960231588,91048,5,49528,2
194,2,14997,5800.276666666668,5,7,5,174,3459,7,99,4108,1618.0,2,5779,34.45627234127101,208,1,37602.0,39057,6,79898,2
194,2,14997,5800.276666666668,5,7,5,174,3459,7,179,3821,0.0,2,5779,32.349821867748226,209,1,100.18936089086122,65765,5,10631,2
194,2,14997,5800.276666666668,5,7,5,174,3459,7,46,3821,0.0,2,5779,33.48684838231401,210,1,100.18936089086122,80196,6,98791,2
194,2,14997,5800.276666666668,5,7,5,174,3459,7,179,3677,0.0,2,5779,33.293856071059416,211,1,100.18936089086122,64379,4,11502,2
217,2,14997,5800.276666666668,5,7,5,174,3459,7,99,3821,0.0,2,5779,26.54909964256456,212,1,100.18936089086122,18355,0,84124,2
217,2,14997,5800.276666666668,5,7,5,174,3459,7,99,3821,0.0,2,5779,28.10570447118097,213,1,100.18936089086122,73622,2,88643,2
217,2,14997,5800.276666666668,5,7,5,174,3459,7,99,3821,0.0,2,5779,26.50760976914888,214,1,100.18936089086122,73583,2,88645,2
217,2,14997,5800.276666666668,5,7,5,174,3459,7,81,220,2.0,2,5779,28.453785791216827,86,0,100.18936089086122,82817,1,87319,2
510,10,1950,853.8245833333333,5,5,13,1,3463,22,81,4095,1.0,2,10790,31.35686817783082,108,1,0.0,30558,4,49863,2
510,10,1950,853.8245833333333,5,5,13,1,3463,22,81,4095,1.0,2,10790,38.3394875583296,111,1,0.0,73957,6,40931,2
531,10,1950,853.8245833333333,5,5,13,1,3463,20,81,4095,1.0,2,10790,32.21809912303338,112,1,0.0,6113,6,22090,2
531,10,1950,3093.745000000001,5,5,13,1,3463,22,99,4095,1.0,2,10790,29.427231885574088,113,0,0.0,4856,6,23301,2
531,10,1950,3093.745000000001,5,1005,13,1,3463,22,98,4095,1.0,2,10790,32.46905789683769,114,1,0.0,72261,6,41829,2
531,10,1950,853.8245833333333,5,5,753,1,3463,17,81,4095,1.0,2,10790,35.63389378598965,115,1,0.0,45771,0,49659,2
554,10,1950,853.8245833333333,5,5,13,1,3463,22,117,4095,3.0,2,10790,39.80429293873191,116,1,0.0,63248,6,46270,2
531,10,1950,853.8245833333333,5,5,13,0,3463,22,99,4095,3.0,2,10790,23.57985071791125,117,1,0.0,69354,5,39883,2
1717,0,9053,2623.703333333333,7,9,31,307,1185,49,179,2498,9.0,0,7971,24.61673534186334,15,2,114.533020898938,36166,4,6649,2
531,0,9053,3093.745000000001,7,9,31,307,1185,49,201,2498,9.0,0,7971,39.7416997740354,16,2,114.533020898938,64782,2,52578,2
531,0,9053,3093.745000000001,7,9,31,307,1185,52,239,2498,9.0,3,7971,39.15505442284396,17,2,114.533020898938,1101,6,50032,2
531,0,9053,2623.703333333333,7,9,31,307,1185,49,201,2498,9.0,0,7971,27.68144422599345,18,2,114.533020898938,89796,6,51565,2
531,0,9053,2623.703333333333,7,9,31,307,1185,49,201,2498,9.0,3,7971,33.46870758921014,19,0,114.533020898938,66396,1,48852,2
531,0,9053,2623.703333333333,7,9,31,307,1185,45,219,2498,9.0,0,7971,35.457081125135346,20,2,114.533020898938,77393,3,49825,2
531,0,9053,2623.703333333333,7,9,31,307,1185,49,201,2498,9.0,0,7971,27.159810891714944,21,2,114.533020898938,75747,0,47580,2
531,0,9053,2623.703333333333,7,9,31,307,1185,49,201,2498,9.0,0,7971,38.25442229235325,86,2,114.533020898938,37677,0,7636,2
747,1,6874,1740.539166666667,6,3,14,244,1250,6,179,1460,6.0,2,11693,25.82415682115377,26,0,49.348666321498655,17309,6,25075,2
747,1,6874,1740.539166666667,6,3,14,244,1250,6,9,1460,6.0,2,11693,37.26323374779548,35,2,49.348666321498655,91048,6,41451,2
747,15,6875,1740.539166666667,6,3,14,244,1250,6,9,1574,11.0,2,11693,27.208012594711075,36,2,14982.0,11128,0,24545,2
747,15,6874,3093.745000000001,572,3,14,244,1250,6,46,3975,11.0,2,11693,36.55953784388107,39,2,49.348666321498655,38605,2,54015,2
0,1,6874,1740.539166666667,6,1327,14,244,1250,6,685,1460,11.0,2,11693,29.036163648444987,40,2,49.348666321498655,15385,4,19826,2
747,1,6874,1740.539166666667,6,3,14,244,1250,6,9,3975,11.0,2,11693,37.55229512400509,41,2,49.348666321498655,29094,6,11401,2
747,1,6874,1740.539166666667,6,3,14,244,1250,1,685,1460,11.0,2,11693,38.33877418250452,42,2,49.348666321498655,8065,4,27747,2
747,1,6874,1740.539166666667,6,1189,14,244,1250,6,9,1460,11.0,2,11693,28.62902965219592,43,2,49.348666321498655,91048,1,45885,2
262,7,3245,12432.61,3,4,748,211,5273,13,705,4300,1.0,1,12916,41.687213348432586,296,1,364.9151774048712,44372,1,94697,0
262,15,3246,12432.61,3,4,1138,0,5273,13,570,4300,1.0,1,12916,28.510774652067795,297,1,364.9151774048712,36892,1,96365,0
262,15,3245,12432.61,3,4,5,211,5273,13,407,4300,1.0,1,12916,41.47825034175928,298,1,364.9151774048712,91048,2,90497,0
288,7,3245,12432.61,3,4,5,211,5273,13,671,4300,1.0,1,12916,31.40151635903808,289,1,364.9151774048712,69315,5,82793,0
288,7,3245,12432.61,3,4,5,211,5273,10,407,1068,525.0,3,12916,34.26155637445099,290,1,364.9151774048712,40722,1,95643,0
288,7,3245,12432.61,3,4,5,211,5273,13,671,4300,1.0,1,12916,26.71579704085419,299,1,364.9151774048712,84902,3,28480,0
288,7,3246,12432.61,3,4,5,211,5273,18,671,4300,1.0,3,12916,39.77628576926387,300,1,364.9151774048712,49480,0,93508,0
288,7,3246,12432.61,3,4,5,211,5273,16,705,4300,1.0,1,12916,40.605388381855605,303,1,364.9151774048712,47846,2,93946,0
217,11,17481,7185.5025,4,2,3,1,3463,12,685,3930,3.0,1,645,33.434371517540995,140,1,0.0,22183,1,93819,0
217,11,17481,7185.5025,4,2,3,1,3463,12,179,3930,3.0,3,645,38.389820031990425,141,0,0.0,82149,2,96507,0
217,11,17481,7185.5025,4,2,3,1,3463,12,685,3930,3.0,3,645,36.62486341899649,142,1,0.0,11558,2,95268,0
217,11,17481,7185.5025,4,2,3,0,3463,12,685,3930,3.0,1,645,31.360244741417908,133,1,0.0,45313,4,89612,0
217,11,17481,7185.5025,1488,2,3,0,3463,14,179,3930,3.0,3,645,41.66180246621809,134,1,0.0,76108,1,96521,0
217,11,17481,7185.5025,4,2,3,1,3463,12,685,3930,3.0,1,645,25.026326020444888,155,1,0.0,59977,4,80301,0
668,11,17481,7185.5025,4,2,3,1,3463,12,653,3930,3.0,1,645,23.91628778322776,156,1,0.0,91048,5,27025,0
261,15,17481,7185.5025,4,2,3,1,3463,12,685,3930,3.0,1,645,41.51328788148247,86,1,81050.0,80632,1,96325,0
134,5,13476,4369.4825,10,10,18,401,5856,30,201,3082,11.0,3,7910,27.070543470468746,86,2,314.90178526768176,49836,6,86952,2
134,5,5633,4369.4825,10,10,18,366,5856,30,153,2424,11.0,0,7910,36.72993924037535,31,2,314.90178526768176,10138,3,20760,2
134,5,13476,4369.4825,10,10,18,366,5856,30,179,3082,11.0,0,7910,27.978801736074782,32,2,314.90178526768176,12853,3,18270,2
134,5,13476,4369.4825,10,10,18,366,5856,30,153,3082,11.0,0,7910,27.11330402087476,86,2,314.90178526768176,24533,3,9403,2
150,5,13476,4369.4825,10,10,18,366,5856,27,153,4383,11.0,0,7910,38.02568458368197,34,2,314.90178526768176,26828,3,8149,2
150,5,13476,3093.745000000001,10,10,18,366,5856,31,219,3082,11.0,3,7910,23.346696861415964,25,2,314.90178526768176,3007,1,19985,2
150,5,13476,3093.745000000001,10,10,18,401,5856,30,99,3082,11.0,0,7910,30.836960208112888,86,0,314.90178526768176,29077,6,10949,1
150,5,13476,3093.745000000001,10,10,18,366,5856,30,179,2718,11.0,0,7910,37.865668074107326,35,2,314.90178526768176,39488,6,4558,2
409,1,6370,1057.4358333333332,7,10,33,402,1244,59,179,4257,11.0,0,6994,25.314338857654143,62,2,58.86844083860843,69581,3,17058,2
